instance,time_min_1,time_max_1,time_mean_1,time_median_1,time_std_1,time_q1_1,time_q3_1,avg_rss12_min_1,avg_rss12_max_1,avg_rss12_mean_1,avg_rss12_median_1,avg_rss12_std_1,avg_rss12_q1_1,avg_rss12_q3_1,var_rss12_min_1,var_rss12_max_1,var_rss12_mean_1,var_rss12_median_1,var_rss12_std_1,var_rss12_q1_1,var_rss12_q3_1,avg_rss13_min_1,avg_rss13_max_1,avg_rss13_mean_1,avg_rss13_median_1,avg_rss13_std_1,avg_rss13_q1_1,avg_rss13_q3_1,var_rss13_min_1,var_rss13_max_1,var_rss13_mean_1,var_rss13_median_1,var_rss13_std_1,var_rss13_q1_1,var_rss13_q3_1,avg_rss23_min_1,avg_rss23_max_1,avg_rss23_mean_1,avg_rss23_median_1,avg_rss23_std_1,avg_rss23_q1_1,avg_rss23_q3_1,var_rss23_min_1,var_rss23_max_1,var_rss23_mean_1,var_rss23_median_1,var_rss23_std_1,var_rss23_q1_1,var_rss23_q3_1,time_min_2,time_max_2,time_mean_2,time_median_2,time_std_2,time_q1_2,time_q3_2,avg_rss12_min_2,avg_rss12_max_2,avg_rss12_mean_2,avg_rss12_median_2,avg_rss12_std_2,avg_rss12_q1_2,avg_rss12_q3_2,var_rss12_min_2,var_rss12_max_2,var_rss12_mean_2,var_rss12_median_2,var_rss12_std_2,var_rss12_q1_2,var_rss12_q3_2,avg_rss13_min_2,avg_rss13_max_2,avg_rss13_mean_2,avg_rss13_median_2,avg_rss13_std_2,avg_rss13_q1_2,avg_rss13_q3_2,var_rss13_min_2,var_rss13_max_2,var_rss13_mean_2,var_rss13_median_2,var_rss13_std_2,var_rss13_q1_2,var_rss13_q3_2,avg_rss23_min_2,avg_rss23_max_2,avg_rss23_mean_2,avg_rss23_median_2,avg_rss23_std_2,avg_rss23_q1_2,avg_rss23_q3_2,var_rss23_min_2,var_rss23_max_2,var_rss23_mean_2,var_rss23_median_2,var_rss23_std_2,var_rss23_q1_2,var_rss23_q3_2
cycling_dataset11.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,27.67,44.33,36.644958333333335,36.0,4.046026136626392,33.1875,40.269999999999996,0.0,9.12,2.826458333333333,2.23,1.9213167030096543,1.3,4.452500000000001,7.0,25.25,17.212083333333332,16.875,3.347853017441012,15.0,19.5,0.0,9.63,3.2617916666666664,3.06,1.8600494276399993,1.92,4.3825,7.67,24.5,17.362624999999998,17.25,3.2279475201292125,15.1875,20.0,0.0,8.93,3.244416666666667,3.0,1.6538784194700917,2.05,4.262499999999999,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,27.0,44.0,36.43837499999999,36.25,3.9805163328444797,33.25,39.3725,0.0,10.43,2.869458333333333,2.49,1.8587706842419325,1.41,4.0375,6.0,27.67,15.100041666666668,15.125,3.1884104579341552,12.9375,17.33,0.0,8.1,2.849125,2.6500000000000004,1.5856419786241156,1.7675,3.63,9.67,23.33,16.762625,16.67,2.9041084735322245,15.0,19.0625,0.0,9.18,3.2064999999999997,2.68,1.8748340593236512,1.79,4.2225
cycling_dataset12.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,20.0,44.25,35.692166666666665,35.5,4.633910368744259,33.0,39.25,0.0,11.39,3.3242083333333334,2.865,2.157720488524226,1.56,4.44,5.0,27.0,16.010708333333334,16.0,3.16584334444982,14.0,18.0625,0.0,9.46,2.8528749999999996,2.64,1.715243807074765,1.48,3.9,4.0,22.33,15.872124999999999,16.125,3.2077628602670014,14.0,18.0,0.0,9.39,3.1724166666666664,2.9000000000000004,1.7777769338105636,1.79,4.3500000000000005,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,18.5,44.0,35.81254166666667,36.0,4.585159098286255,33.25,39.3725,0.0,12.6,3.3320000000000003,2.83,2.118785461846794,1.79,4.275,6.67,24.5,16.099333333333334,16.0,3.6980897621459765,13.33,18.5,0.0,8.96,2.8893750000000002,2.6500000000000004,1.6905568686210075,1.63,3.77,7.0,24.33,16.130416666666665,16.5,3.017589378911952,14.0,18.25,0.0,8.81,2.9669166666666666,2.59,1.7084914378057492,1.8525,3.74
cycling_dataset13.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,19.0,43.75,35.69416666666666,36.0,4.7683901167538245,33.1875,39.5625,0.0,11.2,3.6580416666666666,3.09,2.3446250407255365,1.885,5.1,7.67,22.75,16.436500000000002,16.875,3.088142281372411,14.25,18.5,0.0,8.73,3.0211249999999996,2.83,1.765563880948048,1.6375,4.195,0.0,24.75,16.029541666666667,16.0,3.4827747855118663,14.0,18.5,0.0,8.5,3.249541666666667,3.03,1.673184899106259,2.05,4.345,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,19.25,43.33,36.06558333333332,36.0,4.438348002698251,33.0,39.5,0.0,10.54,3.1705833333333335,2.685,2.0928321304846427,1.5,4.5075,8.5,26.5,16.94425,17.125,2.8998747566346146,15.25,19.0,0.0,8.87,3.235583333333333,3.0,1.783148804705379,1.9075,4.5,10.67,26.5,18.127083333333335,18.0,3.2631290953708154,15.5,20.5,0.0,7.89,2.9365,2.74,1.558336265594389,1.7,3.7
cycling_dataset14.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,27.0,42.67,36.34275,36.75,3.640885987068715,33.67,39.0,0.0,9.71,2.6919166666666663,2.17,2.0132160406645108,1.195,3.77,9.5,28.0,18.578875,18.415,3.5394076695178343,16.25,21.0,0.0,9.78,3.0404583333333335,2.8,1.799313815485565,1.64,4.09,7.67,27.0,18.308875,18.5,3.792314924208563,15.25,20.8125,0.0,9.57,3.54775,3.2,1.948772888469391,2.2525,4.702500000000001,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,23.33,43.5,36.14541666666666,36.5,3.984874192040307,33.31,39.269999999999996,0.0,9.63,2.780125,2.17,2.162816928847269,1.25,3.685,7.0,28.5,18.29254166666667,18.25,4.4397308240399616,15.0,21.0,0.0,8.55,3.219125,3.0,1.813468036031607,1.79,4.39,8.0,26.67,18.685416666666665,18.5,3.415912005071104,16.31,21.0625,0.0,11.15,3.51325,3.08,1.974270186887634,2.17,4.5
cycling_dataset15.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,24.25,45.0,36.954208333333334,36.0,3.764967712114393,34.25,40.25,0.0,8.18,2.3926666666666665,1.92,1.5201519843606282,1.3,3.27,5.5,26.75,17.121541666666666,17.33,3.595770275374094,15.0,19.25,0.0,8.05,2.995083333333333,2.77,1.6188717757712896,1.7225,4.06,7.0,25.5,19.570583333333335,20.0,3.0583961744225068,17.75,21.75,0.0,9.07,3.0053750000000004,2.6500000000000004,1.8099454023188102,1.7525,3.9375,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,29.0,44.67,37.399874999999994,36.5,3.3650710098067274,35.0,40.25,0.0,8.58,2.3557500000000005,1.92,1.676093007811122,1.3,3.0075,6.75,23.0,15.940625,16.0,3.1410739977553854,13.75,18.25,0.0,7.83,2.8261249999999998,2.57,1.5732735196742915,1.6375,3.77,11.75,24.5,19.643916666666666,20.125,2.7049823769707304,18.0,21.67,0.0,9.34,2.838083333333333,2.45,1.8868113736466139,1.3824999999999998,3.8325
cycling_dataset4.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,26.0,44.0,36.18320833333333,35.75,3.3179393891285227,34.0,38.8125,0.0,9.65,2.753583333333333,2.415,1.620961029674132,1.5,3.5775,5.5,23.0,15.423625,15.125,3.1920971073431232,13.5,17.33,0.0,8.23,3.157375,2.865,1.699783131081237,1.7675,4.5,2.5,21.75,15.466208333333334,15.75,3.001656799157851,13.6275,17.5425,0.0,9.98,3.486041666666667,3.32,1.7933320239888344,2.1500000000000004,4.5525,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,19.0,44.0,36.273583333333335,36.0,3.7198909696910323,33.75,39.25,0.0,12.28,2.909791666666666,2.12,2.112970943150242,1.5,3.9325,8.0,25.25,15.425375,15.33,3.299902249972717,13.0,17.5425,0.0,9.5,3.0808750000000003,2.94,1.6626591606144054,1.7975,4.06,6.0,24.5,16.27854166666667,16.5,3.2670679959147706,14.149999999999999,18.67,0.0,8.61,3.4753333333333334,3.34,1.8578111822488552,2.05,4.5075
cycling_dataset5.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,28.0,43.33,36.517541666666666,36.0,3.2987239007325075,34.25,39.0,0.0,10.85,2.874625,2.26,1.9398545545242132,1.4625,4.0675,8.33,27.67,17.929,18.0,3.3279728314195514,15.67,20.0,0.0,7.46,2.6612083333333336,2.49,1.5597141158763321,1.3824999999999998,3.6725,3.0,22.0,15.567041666666665,15.75,3.174445751874998,13.9375,17.75,0.0,7.89,3.1385833333333335,2.865,1.5886376741479544,2.0374999999999996,4.455,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,26.5,44.33,36.85704166666667,36.0,3.73125649054898,34.5,39.75,0.0,12.89,3.071458333333333,2.49,2.1913043961524883,1.41,4.3725000000000005,10.0,28.25,18.864583333333332,17.75,4.107315708146731,15.73,22.25,0.0,9.63,3.2920000000000003,2.895,2.0702606921190707,1.63,4.6025,9.5,24.67,17.392958333333333,17.5,2.4410550993912223,15.75,19.0,0.0,8.19,3.0080416666666667,2.68,1.663828140643505,1.8525,3.815
cycling_dataset6.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,27.8,44.67,37.06991666666667,36.25,3.814282041624027,34.5,40.269999999999996,0.0,10.5,2.7922500000000006,2.28,1.8927118826787486,1.41,3.8025,3.0,24.5,16.265291666666666,16.5,3.2544315809263153,14.0,18.3725,0.0,10.57,3.2215416666666665,3.03,1.8614140341679017,1.885,4.12,8.67,22.0,16.114416666666667,16.33,2.788230710155735,14.5,18.0,0.0,8.32,2.908666666666667,2.525,1.7162189221917141,1.7,3.77,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,25.33,45.0,37.15870833333334,36.25,3.594976529584566,35.0,40.0625,0.0,10.84,2.66775,2.145,1.9495717318170163,1.3,3.6475,8.25,27.25,17.062541666666664,16.875,3.890087482726306,14.31,19.75,0.0,8.96,3.055541666666666,2.87,1.8261929087395328,1.63,4.11,6.75,23.33,16.860666666666667,17.0,2.8520743133531576,15.0,18.8125,0.0,9.5,3.2440416666666665,2.9050000000000002,1.9084900003922531,1.7975,4.425
cycling_dataset7.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,26.75,44.5,36.83079166666666,36.33,3.6554924141530583,34.67,39.75,0.0,11.68,2.8385000000000002,2.28,2.2086653775526974,1.2425,4.105,8.25,25.33,16.242833333333333,15.875,3.415551976702383,14.0,18.5,0.0,8.6,3.0187916666666665,2.87,1.7286080016197682,1.58,4.03,8.0,23.0,16.225958333333335,16.25,2.941466881494768,14.0,18.69,0.0,8.81,2.9700833333333336,2.6500000000000004,1.6826412748183204,1.7,3.8475,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,27.33,44.75,36.89595833333333,36.25,3.445259411848483,34.475,39.8125,0.0,10.5,2.676125,2.12,2.011097436983516,1.22,3.9,7.0,27.0,16.746666666666666,16.0,3.7287453951996,14.0,19.3725,0.0,9.01,3.0084166666666667,2.8,1.8156702141052181,1.5,4.1275,10.0,22.33,16.936333333333334,17.0,2.2745843698477213,15.4575,18.67,0.0,8.44,2.5765416666666665,2.52,1.4178511169832169,1.5,3.415
cycling_dataset8.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,26.25,43.4,36.86541666666667,36.25,3.4555709600183615,34.31,40.0,0.0,7.46,2.3872500000000003,2.085,1.6219065234572962,1.3,3.35,7.0,26.5,15.117208333333334,15.0,2.999665557457568,13.0,17.0,0.0,8.0,2.806458333333333,2.5,1.5566541169863508,1.64,3.77,5.33,22.25,15.837625000000001,16.0,3.003622497814098,13.75,18.25,0.0,8.26,2.964791666666667,2.5,1.6520464450484502,1.6549999999999998,4.0375,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,29.25,44.25,37.0495,36.415,3.4043339656972553,34.5,40.25,0.0,8.64,2.4529166666666664,1.905,1.8180857129745622,1.22,3.3775,8.0,23.5,15.509625000000002,15.29,3.049152796440622,13.5,17.7525,0.0,8.06,2.7618333333333336,2.59,1.5255933180970025,1.5,3.77,2.0,21.25,16.140708333333336,16.5,2.67628814746542,14.33,18.0,0.0,8.34,2.904458333333333,2.57,1.6064356631781291,1.69,3.77
cycling_dataset9.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,27.75,44.0,37.14458333333334,36.67,3.796849658123019,34.0,40.33,0.0,10.76,2.385708333333333,1.87,1.6650376366909014,1.22,3.34,3.0,23.75,15.173666666666666,15.25,3.2895588441140386,13.0,17.3725,0.0,9.0,2.9179166666666663,2.6500000000000004,1.7978732323838136,1.5,3.94,9.75,22.0,16.590625,16.75,2.570190983703027,14.75,18.75,0.0,8.75,2.914708333333333,2.5949999999999998,1.6776973053157977,1.69,3.9,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,31.0,44.67,37.14508333333333,36.25,3.7126510060946423,33.81,40.5,0.0,7.79,2.4524166666666662,1.895,1.616854969703701,1.3,3.6399999999999997,0.0,24.75,14.823291666666668,15.0,3.2732923662469497,12.75,17.0,0.0,8.15,2.7813333333333334,2.49,1.6216611510697572,1.63,3.87,0.0,23.0,16.956416666666666,17.0,2.785973736366196,15.0,18.75,0.0,7.93,2.730166666666667,2.55,1.5867797491215416,1.495,3.705
lying_dataset10.csv,0.0,59750.0,29875.0,29875.0,17320.3577234036,14937.5,44812.5,23.5,29.75,27.36841666666667,27.0,1.2930226189265044,27.0,28.75,0.0,1.79,0.3080416666666667,0.0,0.42085913906027456,0.0,0.5,0.0,13.25,7.1795833333333325,7.25,3.047383685456902,5.5,8.8125,0.0,3.57,0.8865833333333334,0.82,0.6910215817099267,0.47,1.1325,0.0,21.0,10.202041666666666,9.33,2.900126505562109,8.73,11.5425,0.0,4.5,0.6697083333333332,0.5,0.6150944357824703,0.43,0.94,60000.0,119750.0,89875.0,89875.0,17320.3577234036,74937.5,104812.5,24.0,30.0,28.064333333333334,28.0,1.4958159609019048,27.0,29.5,0.0,1.48,0.41933333333333334,0.43,0.3574859748608639,0.0,0.5,0.0,13.0,4.976624999999999,4.5,3.5071276033303476,2.4575,7.0,0.0,5.02,0.8535,0.7649999999999999,0.8533381998559149,0.0,1.3,0.0,17.0,6.4719999999999995,5.585,4.214953459608619,3.33,10.0,0.0,3.3,0.8010833333333333,0.82,0.6021583344289293,0.47,1.09
