instance,time_min_1,time_max_1,time_mean_1,time_median_1,time_std_1,time_q1_1,time_q3_1,avg_rss12_min_1,avg_rss12_max_1,avg_rss12_mean_1,avg_rss12_median_1,avg_rss12_std_1,avg_rss12_q1_1,avg_rss12_q3_1,var_rss12_min_1,var_rss12_max_1,var_rss12_mean_1,var_rss12_median_1,var_rss12_std_1,var_rss12_q1_1,var_rss12_q3_1,avg_rss13_min_1,avg_rss13_max_1,avg_rss13_mean_1,avg_rss13_median_1,avg_rss13_std_1,avg_rss13_q1_1,avg_rss13_q3_1,var_rss13_min_1,var_rss13_max_1,var_rss13_mean_1,var_rss13_median_1,var_rss13_std_1,var_rss13_q1_1,var_rss13_q3_1,avg_rss23_min_1,avg_rss23_max_1,avg_rss23_mean_1,avg_rss23_median_1,avg_rss23_std_1,avg_rss23_q1_1,avg_rss23_q3_1,var_rss23_min_1,var_rss23_max_1,var_rss23_mean_1,var_rss23_median_1,var_rss23_std_1,var_rss23_q1_1,var_rss23_q3_1
cycling_dataset4.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,19.0,44.0,36.22839583333333,36.0,3.5249393212246893,34.0,39.0,0.0,12.28,2.8316874999999997,2.285,1.8847229754025965,1.5,3.8449999999999998,5.5,25.25,15.4245,15.25,3.2464473146297426,13.33,17.5,0.0,9.5,3.119125,2.94,1.6817586482731899,1.79,4.2175,2.5,24.5,15.872375000000002,16.0,3.163354197057558,14.0,18.0625,0.0,9.98,3.4806875,3.34,1.8258641065744963,2.1025,4.55
cycling_dataset5.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,26.5,44.33,36.68729166666667,36.0,3.5257257761011265,34.25,39.3725,0.0,12.89,2.9730416666666666,2.36,2.0717410950527952,1.41,4.262499999999999,8.33,28.25,18.396791666666665,18.0,3.7671676084202246,15.67,20.75,0.0,9.63,2.9766041666666667,2.685,1.8597898429614674,1.48,4.09,3.0,24.67,16.48,16.75,2.975133750494813,14.67,18.5,0.0,8.19,3.0733125,2.69,1.6279763979688864,1.9124999999999999,4.0875
cycling_dataset6.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,25.33,45.0,37.114312500000004,36.25,3.7065176190970797,34.5,40.25,0.0,10.84,2.73,2.24,1.9223603113533805,1.3,3.7175000000000002,3.0,27.25,16.66391666666667,16.67,3.608455993873588,14.25,18.8125,0.0,10.57,3.138541666666667,2.87,1.8457546893517267,1.79,4.11,6.75,23.33,16.48754166666667,16.67,2.8449079873692265,14.75,18.5,0.0,9.5,3.076354166666667,2.77,1.8226326653770104,1.7,4.0375
cycling_dataset7.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,26.75,44.75,36.863375,36.33,3.5520811190120174,34.5,39.75,0.0,11.68,2.7573125,2.23,2.113752406427272,1.22,4.0225,7.0,27.0,16.49475,16.0,3.5844428815135743,14.0,19.0,0.0,9.01,3.0136041666666666,2.86,1.7726812699926173,1.56,4.0675,8.0,23.0,16.581145833333334,16.75,2.6531375568182107,15.0,18.67,0.0,8.81,2.7733125000000003,2.59,1.5682826549053852,1.64,3.6325
cycling_dataset8.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,26.25,44.25,36.957458333333335,36.29,3.431282832012524,34.5,40.25,0.0,8.64,2.420083333333333,2.05,1.7231036657890193,1.25,3.35,7.0,26.5,15.313416666666667,15.25,3.030867998839423,13.25,17.33,0.0,8.06,2.784145833333333,2.565,1.541363472297381,1.58,3.77,2.0,22.25,15.98916666666667,16.33,2.848701117273547,14.0,18.25,0.0,8.34,2.9346249999999996,2.525,1.6296798845299854,1.66,4.03
cycling_dataset9.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,27.75,44.67,37.14483333333333,36.33,3.754986347807702,34.0,40.5,0.0,10.76,2.4190625,1.88,1.6414620503564548,1.25,3.3675,0.0,24.75,14.998479166666668,15.0,3.286108764491214,13.0,17.25,0.0,9.0,2.849625,2.5,1.7133972907769135,1.58,3.9,0.0,23.0,16.773520833333333,17.0,2.6864877744121545,15.0,18.75,0.0,8.75,2.8224375,2.59,1.6354763883734562,1.58,3.74
lying_dataset10.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,23.5,30.0,27.716375000000003,27.5,1.4407503054687627,27.0,29.0,0.0,1.79,0.3636875,0.43,0.3944056000410618,0.0,0.5,0.0,13.25,6.078104166666666,6.25,3.4650399753561243,3.5,8.33,0.0,5.02,0.8700416666666667,0.82,0.776609349413991,0.43,1.2625,0.0,21.0,8.337020833333332,8.75,4.070207109746707,5.5,10.75,0.0,4.5,0.7353958333333334,0.71,0.612195034268197,0.43,1.0
lying_dataset11.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,48.0,48.25,48.00416666666667,48.0,0.03200477394945254,48.0,48.0,0.0,0.43,0.007166666666666667,0.0,0.05504821119305836,0.0,0.0,0.0,13.0,4.9005625,5.5,2.563754224815713,3.0,6.25,0.0,2.86,0.39731249999999996,0.43,0.44666083591887706,0.0,0.5,0.0,12.0,7.6248958333333325,9.0,3.265095836645938,4.67,10.0,0.0,2.5,0.6412291666666666,0.5,0.38796739229301075,0.45999999999999996,0.83
lying_dataset12.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.0,41.0,39.66783333333333,39.5,0.2798658408753897,39.5,39.75,0.0,1.0,0.5836041666666667,0.5,0.19438184495807614,0.5,0.71,0.0,15.0,10.834208333333333,12.0,2.466933867495686,10.25,12.0,0.0,2.49,0.34743749999999995,0.43,0.4087183935919898,0.0,0.5,0.0,14.5,5.779479166666666,5.75,4.093081146324772,1.6275,9.33,0.0,3.49,0.6359375,0.5,0.6077653366448956,0.0,0.83
lying_dataset13.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.0,40.0,39.43379166666667,39.5,0.20834016238807399,39.33,39.5,0.0,1.0,0.4221041666666666,0.47,0.16021193510255582,0.43,0.5,0.0,12.2,5.841145833333333,6.0,3.4942127957618685,3.0,8.75,0.0,3.27,0.39902083333333327,0.43,0.43820951940744685,0.0,0.5,0.0,18.0,10.897458333333335,11.5,3.3181598499666283,9.0,12.33,0.0,4.06,0.5827083333333333,0.5,0.4379846819207519,0.43,0.83
lying_dataset14.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.0,56.25,47.32512499999999,42.67,5.955067378659539,42.0,54.0,0.0,8.49,0.2743125,0.0,0.5621424291734997,0.0,0.47,0.0,18.25,9.5319375,10.75,3.982942196135969,6.0,12.75,0.0,5.72,0.7857291666666667,0.5,0.8107901814378194,0.43,1.0,0.0,21.0,14.299125,14.0,4.1378154543641745,11.75,18.0,0.0,5.72,0.7661666666666667,0.5,0.7231985473498193,0.43,1.0
lying_dataset15.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,23.5,30.0,27.716375000000003,27.5,1.4407503054687627,27.0,29.0,0.0,1.79,0.3636875,0.43,0.3944056000410618,0.0,0.5,0.0,13.25,6.0785625,6.25,3.4653787996783865,3.5,8.33,0.0,5.02,0.8710208333333334,0.82,0.7765897670151461,0.43,1.2625,0.0,21.0,8.337437499999998,8.75,4.070264720129034,5.5,10.75,0.0,4.5,0.7342708333333333,0.71,0.6130486399810695,0.43,1.0
lying_dataset4.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,34.0,51.0,42.7060625,40.5,3.5337894138012453,40.25,48.0,0.0,4.85,0.5198125,0.5,0.483581437309598,0.0,0.83,0.0,23.0,10.909958333333332,12.0,3.2050667567042277,9.0,12.0,0.0,5.72,0.3320625,0.0,0.5990698660649552,0.0,0.47,0.0,22.25,4.303979166666666,2.25,4.249374096016884,1.0,8.0,0.0,4.97,0.5493125,0.47,0.647726911856957,0.0,0.83
lying_dataset5.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.0,41.0,39.66783333333333,39.5,0.2798658408753897,39.5,39.75,0.0,1.0,0.5836041666666667,0.5,0.19438184495807614,0.5,0.71,0.0,15.0,10.834208333333333,12.0,2.466933867495686,10.25,12.0,0.0,2.49,0.34743749999999995,0.43,0.4087183935919898,0.0,0.5,0.0,14.5,5.779479166666666,5.75,4.093081146324772,1.6275,9.33,0.0,3.49,0.6359375,0.5,0.6077653366448956,0.0,0.83
lying_dataset6.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,0.0,40.67,39.5061875,39.5,1.815604194157898,39.5,39.67,0.0,1.0,0.4964791666666667,0.5,0.14539421836042482,0.47,0.5,0.0,13.25,6.550083333333333,7.0,2.6043642845018606,4.5,8.75,0.0,4.03,0.8238541666666666,0.5,0.7594015870402864,0.43,1.12,0.0,16.25,11.765625,12.0,2.334244976298546,11.33,13.0,0.0,3.19,0.6229166666666667,0.5,0.49836883234764545,0.43,0.87
lying_dataset7.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.0,40.0,39.43379166666667,39.5,0.20834016238807399,39.33,39.5,0.0,1.0,0.4221041666666666,0.47,0.16021193510255582,0.43,0.5,0.0,12.2,5.841145833333333,6.0,3.4942127957618685,3.0,8.75,0.0,3.27,0.39902083333333327,0.43,0.43820951940744685,0.0,0.5,0.0,18.0,10.897458333333335,11.5,3.3181598499666283,9.0,12.33,0.0,4.06,0.5827083333333333,0.5,0.4379846819207519,0.43,0.83
lying_dataset8.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.0,40.0,39.34710416666667,39.33,0.23116405966896977,39.25,39.5,0.0,0.5,0.36639583333333337,0.47,0.19561050154828657,0.43,0.5,0.0,11.33,4.382208333333334,4.5,2.4542384507752883,2.5,6.0,0.0,3.54,0.5029166666666666,0.47,0.5041463838895295,0.0,0.71,7.0,18.67,16.212312500000003,16.75,2.2210380142350297,15.75,17.67,0.0,3.5,0.5884583333333334,0.5,0.4229934474636956,0.43,0.83
lying_dataset9.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.0,56.25,47.32512499999999,42.67,5.955067378659539,42.0,54.0,0.0,8.49,0.2743125,0.0,0.5621424291734997,0.0,0.47,0.0,18.25,9.5319375,10.75,3.982942196135969,6.0,12.75,0.0,5.72,0.7857291666666667,0.5,0.8107901814378194,0.43,1.0,0.0,21.0,14.299125,14.0,4.1378154543641745,11.75,18.0,0.0,5.72,0.7661666666666667,0.5,0.7231985473498193,0.43,1.0
sitting_dataset10.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,35.25,48.5,40.21927083333333,39.25,2.7383603080400696,37.75,42.5,0.0,3.28,0.6174791666666667,0.5,0.48491075165021064,0.43,1.0,0.0,23.5,14.851229166666666,16.0,4.924086458164869,11.9375,18.25,0.0,5.12,0.8722291666666667,0.495,0.9878340308385002,0.0,1.22,0.0,27.33,15.167270833333333,15.25,5.308214609764376,11.67,19.75,0.0,6.36,1.0577291666666668,0.83,1.0248561126564575,0.47,1.3
sitting_dataset11.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,28.5,48.25,43.88483333333333,45.25,3.195559936154469,42.0,46.5,0.0,3.28,0.5173541666666667,0.5,0.3936536649128337,0.43,0.71,0.0,24.25,14.997375,15.0,5.615921654193697,11.1875,18.75,0.0,6.98,1.0476875,0.82,1.0958848528367764,0.43,1.48,1.5,25.0,14.920541666666669,15.875,5.253117935086795,10.5,19.25,0.0,7.0,1.3549166666666665,1.09,1.149683649120729,0.5,1.7
sitting_dataset12.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.5,45.0,42.11158333333333,42.0,1.1210750018273632,41.5,42.0,0.0,1.09,0.3419375,0.47,0.295496397767807,0.0,0.5,0.0,21.8,11.442250000000001,12.0,4.5349338864162805,9.0,14.75,0.0,7.31,0.8893958333333334,0.5,1.071050423641501,0.43,0.955,1.0,23.0,12.973916666666666,13.29,4.842493124385643,9.0,17.25,0.0,6.36,0.9611666666666667,0.82,0.8818644390658288,0.47,1.22
sitting_dataset13.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,39.67,44.75,42.282666666666664,41.5,1.3547355112919848,41.5,44.33,0.0,1.0,0.4983541666666666,0.5,0.14783013754296592,0.47,0.5,0.0,22.75,9.469541666666666,10.0,5.308241567593788,5.0,14.0,0.0,5.68,0.8996458333333333,0.82,0.8353225921159474,0.43,1.25,0.0,23.25,12.5371875,12.0,6.033502144816924,8.5,18.25,0.0,7.85,0.869,0.82,0.7933847847461323,0.47,1.0
sitting_dataset14.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,40.0,44.67,42.3601875,42.0,1.0163112252211015,41.5,43.25,0.0,1.0,0.4825,0.5,0.2461317397926024,0.43,0.5,2.0,23.5,12.884541666666667,12.75,4.008701602755006,11.4575,15.0,0.0,5.93,0.6200625,0.47,0.7471675656061028,0.0,0.83,2.5,26.67,15.2604375,13.25,6.460045795781462,9.75,22.0,0.0,4.64,0.7198125,0.5,0.6079122111871226,0.43,0.83
sitting_dataset15.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,29.25,46.0,42.728854166666665,43.25,2.0442290059415162,41.33,44.5,0.0,4.72,0.5553333333333332,0.5,0.38214511496143566,0.47,0.5,0.0,24.0,15.823645833333334,16.5,4.874657235768751,12.4575,20.0,0.0,6.12,0.7582708333333333,0.47,0.9067688340012421,0.0,1.0,2.0,24.0,16.4089375,17.67,4.289494083932714,13.73,19.0,0.0,5.1,0.8920833333333335,0.71,0.8502878393357288,0.43,1.22
sitting_dataset4.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,42.5,46.0,44.75395833333334,45.0,0.5197665324584577,44.75,45.0,0.0,1.12,0.15391666666666665,0.0,0.2585457594357761,0.0,0.43,3.67,27.25,18.57960416666667,19.25,4.123787807948251,17.0,21.0,0.0,5.17,0.6253124999999999,0.47,0.6749536297730016,0.43,0.83,4.33,30.75,19.265083333333337,19.0,4.123212793812072,17.5,21.69,0.0,4.3,0.7640833333333333,0.7,0.6514112830786877,0.43,1.0
sitting_dataset5.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,25.5,45.75,36.5600625,36.5,5.908916655171269,30.0,42.5,0.0,12.19,0.4221666666666667,0.0,0.7721864879821598,0.0,0.82,1.0,24.0,14.894833333333334,15.33,5.454074582874308,11.0,20.27,0.0,5.12,0.7405208333333334,0.495,0.8319877926183606,0.0,0.94,5.5,27.0,17.149729166666667,18.0,2.8606151235324613,15.5,19.0,0.0,6.26,0.8548333333333334,0.83,0.7168548008875685,0.43,1.145
sitting_dataset6.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,27.0,38.67,32.90597916666666,30.25,3.502121957884863,30.0,37.0,0.0,2.49,0.45675000000000004,0.0,0.5382218602336154,0.0,1.0,2.5,23.75,16.30591666666667,18.5,5.159499853964099,12.0,21.0,0.0,5.12,0.6647916666666667,0.47,0.7673131954622934,0.0,0.87,2.0,23.5,18.087229166666663,19.25,3.732412706835795,16.5,20.75,0.0,5.12,0.7913541666666667,0.71,0.7549511846686771,0.43,1.0
sitting_dataset7.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,27.5,50.75,38.888374999999996,36.75,3.6391045523189263,36.25,42.0,0.0,6.06,0.38343750000000004,0.43,0.48842780967141575,0.0,0.5,1.5,23.25,14.854166666666666,15.0,3.9228296193210106,12.0,18.0,0.0,6.02,0.6542708333333334,0.47,0.7075588090865467,0.0,0.87,0.0,23.75,16.522020833333332,17.75,4.973341335684958,14.0,20.75,0.0,5.17,0.8402083333333333,0.82,0.7498538457129866,0.43,1.09
sitting_dataset8.csv,0.0,119750.0,59971.81628392484,60000.0,34612.14774382186,30125.0,89875.0,42.0,45.0,42.82198329853862,42.5,0.8908866075595673,42.0,43.5,0.0,1.12,0.33567849686847606,0.43,0.2600849166313158,0.0,0.5,0.0,23.0,17.19970772442589,18.0,3.8939348371316638,16.0,20.0,0.0,5.45,0.5311899791231732,0.43,0.7631284113821628,0.0,0.71,1.0,23.0,16.025657620041752,17.0,4.107990677543501,13.25,19.0,0.0,6.36,0.8560125260960334,0.82,0.7640017760650631,0.43,1.09
sitting_dataset9.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,41.75,46.5,43.19085416666667,42.5,1.2290627779190013,42.0,44.5,0.0,1.5,0.26627083333333335,0.43,0.2713048131701787,0.0,0.5,0.0,21.67,14.8583125,15.0,4.722908825855496,12.25,18.424999999999997,0.0,4.64,0.5102083333333333,0.47,0.5421315553109678,0.0,0.72,5.67,22.0,16.043166666666668,16.0,3.024014022050089,14.0,18.33,0.0,5.45,0.8062291666666667,0.82,0.6448033853943171,0.43,1.09
standing_dataset10.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,36.0,45.8,42.41991666666666,42.67,2.5175027295030996,41.33,44.6175,0.0,2.12,0.4605625,0.47,0.3870011523588571,0.0,0.505,6.33,24.0,16.320541666666667,16.75,2.4641858269884107,15.0,18.0,0.0,5.59,0.7498958333333332,0.5,0.6669356146955308,0.43,1.0375,2.0,22.0,10.067749999999998,9.75,3.7181948941433034,7.6274999999999995,12.0,0.0,6.65,1.2262708333333332,1.09,0.8910581546580666,0.5,1.585
standing_dataset11.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,37.0,48.25,42.51695833333334,42.5,2.193462141212051,41.0,44.5,0.0,2.12,0.44068749999999995,0.47,0.3490662339400408,0.0,0.5,1.0,21.75,13.218729166666666,13.5,4.730413548868214,9.73,17.5,0.0,5.61,0.7999375000000001,0.5,0.866863957662187,0.43,1.02,1.0,21.0,14.63975,15.0,3.619780083674513,12.6275,17.5,0.0,6.85,0.9774166666666667,0.83,0.8523902625688671,0.47,1.22
standing_dataset12.csv,0.0,119750.0,59875.0,59875.0,34640.94097547967,29937.5,89812.5,36.25,45.5,42.959354166666664,42.67,1.4993139401848563,42.0,44.33,0.0,2.6,0.352875,0.47,0.31325852109985236,0.0,0.5,0.0,22.0,11.780437500000001,12.0,3.0185970831266,11.0,13.33,0.0,4.72,0.5641874999999998,0.47,0.6375141879548643,0.0,0.83,0.0,20.25,14.946020833333334,15.25,2.6997879931393327,14.0,16.69,0.0,4.0,0.7484791666666666,0.82,0.4606711358434622,0.43,0.95
