instance,# Columns: time_min,# Columns: time_max,# Columns: time_mean,avg_rss12_min,avg_rss12_max,avg_rss12_mean,var_rss12_min,var_rss12_max,var_rss12_mean,avg_rss13_min,avg_rss13_max,avg_rss13_mean,var_rss13_min,var_rss13_max,var_rss13_mean,avg_rss23_min,avg_rss23_max,avg_rss23_mean,var_rss23_min,var_rss23_max,var_rss23_mean
lying_dataset11.csv,0,119750,59875.0,48.0,48.25,48.00416666666667,0.0,0.43,0.0071666666666666,0.0,13.0,4.9005625,0.0,2.86,0.3973124999999999,0.0,12.0,7.624895833333331,0.0,2.5,0.6412291666666666
lying_dataset12.csv,0,119750,59875.0,39.0,41.0,39.66783333333333,0.0,1.0,0.5836041666666667,0.0,15.0,10.834208333333333,0.0,2.49,0.3474374999999999,0.0,14.5,5.779479166666666,0.0,3.49,0.6359375
lying_dataset13.csv,0,119750,59875.0,39.0,40.0,39.43379166666667,0.0,1.0,0.4221041666666666,0.0,12.2,5.841145833333333,0.0,3.27,0.3990208333333332,0.0,18.0,10.897458333333336,0.0,4.06,0.5827083333333333
lying_dataset14.csv,0,119750,59875.0,39.0,56.25,47.32512499999999,0.0,8.49,0.2743125,0.0,18.25,9.5319375,0.0,5.72,0.7857291666666667,0.0,21.0,14.299125,0.0,5.72,0.7661666666666667
lying_dataset15.csv,0,119750,59875.0,23.5,30.0,27.716375000000003,0.0,1.79,0.3636875,0.0,13.25,6.0785625,0.0,5.02,0.8710208333333334,0.0,21.0,8.337437499999998,0.0,4.5,0.7342708333333333
lying_dataset4.csv,0,119750,59875.0,34.0,51.0,42.7060625,0.0,4.85,0.5198125,0.0,23.0,10.909958333333332,0.0,5.72,0.3320625,0.0,22.25,4.303979166666666,0.0,4.97,0.5493125
lying_dataset5.csv,0,119750,59875.0,39.0,41.0,39.66783333333333,0.0,1.0,0.5836041666666667,0.0,15.0,10.834208333333333,0.0,2.49,0.3474374999999999,0.0,14.5,5.779479166666666,0.0,3.49,0.6359375
lying_dataset6.csv,0,119750,59875.0,0.0,40.67,39.5061875,0.0,1.0,0.4964791666666667,0.0,13.25,6.550083333333333,0.0,4.03,0.8238541666666666,0.0,16.25,11.765625,0.0,3.19,0.6229166666666667
lying_dataset7.csv,0,119750,59875.0,39.0,40.0,39.43379166666667,0.0,1.0,0.4221041666666666,0.0,12.2,5.841145833333333,0.0,3.27,0.3990208333333332,0.0,18.0,10.897458333333336,0.0,4.06,0.5827083333333333
lying_dataset8.csv,0,119750,59875.0,39.0,40.0,39.34710416666667,0.0,0.5,0.3663958333333333,0.0,11.33,4.382208333333334,0.0,3.54,0.5029166666666666,7.0,18.67,16.212312500000003,0.0,3.5,0.5884583333333334
lying_dataset9.csv,0,119750,59875.0,39.0,56.25,47.32512499999999,0.0,8.49,0.2743125,0.0,18.25,9.5319375,0.0,5.72,0.7857291666666667,0.0,21.0,14.299125,0.0,5.72,0.7661666666666667
sitting_dataset10.csv,0,119750,59875.0,35.25,48.5,40.21927083333333,0.0,3.28,0.6174791666666667,0.0,23.5,14.851229166666666,0.0,5.12,0.8722291666666667,0.0,27.33,15.167270833333331,0.0,6.36,1.0577291666666668
sitting_dataset11.csv,0,119750,59875.0,28.5,48.25,43.88483333333333,0.0,3.28,0.5173541666666667,0.0,24.25,14.997375,0.0,6.98,1.0476875,1.5,25.0,14.920541666666669,0.0,7.0,1.3549166666666663
sitting_dataset12.csv,0,119750,59875.0,39.5,45.0,42.11158333333333,0.0,1.09,0.3419375,0.0,21.8,11.44225,0.0,7.31,0.8893958333333334,1.0,23.0,12.973916666666666,0.0,6.36,0.9611666666666668
sitting_dataset13.csv,0,119750,59875.0,39.67,44.75,42.28266666666666,0.0,1.0,0.4983541666666666,0.0,22.75,9.469541666666666,0.0,5.68,0.8996458333333333,0.0,23.25,12.5371875,0.0,7.85,0.869
sitting_dataset14.csv,0,119750,59875.0,40.0,44.67,42.3601875,0.0,1.0,0.4825,2.0,23.5,12.884541666666667,0.0,5.93,0.6200625,2.5,26.67,15.2604375,0.0,4.64,0.7198125
sitting_dataset15.csv,0,119750,59875.0,29.25,46.0,42.728854166666665,0.0,4.72,0.5553333333333332,0.0,24.0,15.823645833333334,0.0,6.12,0.7582708333333333,2.0,24.0,16.4089375,0.0,5.1,0.8920833333333335
sitting_dataset4.csv,0,119750,59875.0,42.5,46.0,44.75395833333334,0.0,1.12,0.1539166666666666,3.67,27.25,18.57960416666667,0.0,5.17,0.6253124999999999,4.33,30.75,19.265083333333337,0.0,4.3,0.7640833333333333
sitting_dataset5.csv,0,119750,59875.0,25.5,45.75,36.5600625,0.0,12.19,0.4221666666666667,1.0,24.0,14.894833333333334,0.0,5.12,0.7405208333333334,5.5,27.0,17.149729166666667,0.0,6.26,0.8548333333333334
sitting_dataset6.csv,0,119750,59875.0,27.0,38.67,32.90597916666666,0.0,2.49,0.45675,2.5,23.75,16.30591666666667,0.0,5.12,0.6647916666666667,2.0,23.5,18.087229166666663,0.0,5.12,0.7913541666666667
sitting_dataset7.csv,0,119750,59875.0,27.5,50.75,38.888375,0.0,6.06,0.3834375,1.5,23.25,14.854166666666666,0.0,6.02,0.6542708333333334,0.0,23.75,16.522020833333332,0.0,5.17,0.8402083333333333
sitting_dataset8.csv,0,119750,59971.81628392484,42.0,45.0,42.82198329853862,0.0,1.12,0.335678496868476,0.0,23.0,17.19970772442589,0.0,5.45,0.5311899791231732,1.0,23.0,16.025657620041752,0.0,6.36,0.8560125260960334
sitting_dataset9.csv,0,119750,59875.0,41.75,46.5,43.19085416666667,0.0,1.5,0.2662708333333333,0.0,21.67,14.8583125,0.0,4.64,0.5102083333333333,5.67,22.0,16.043166666666668,0.0,5.45,0.8062291666666667
standing_dataset10.csv,0,119750,59875.0,36.0,45.8,42.41991666666666,0.0,2.12,0.4605625,6.33,24.0,16.320541666666667,0.0,5.59,0.7498958333333332,2.0,22.0,10.067749999999998,0.0,6.65,1.2262708333333332
standing_dataset11.csv,0,119750,59875.0,37.0,48.25,42.51695833333334,0.0,2.12,0.4406874999999999,1.0,21.75,13.218729166666666,0.0,5.61,0.7999375000000001,1.0,21.0,14.63975,0.0,6.85,0.9774166666666668
standing_dataset12.csv,0,119750,59875.0,36.25,45.5,42.95935416666666,0.0,2.6,0.352875,0.0,22.0,11.7804375,0.0,4.72,0.5641874999999998,0.0,20.25,14.946020833333334,0.0,4.0,0.7484791666666666
standing_dataset13.csv,0,119750,59875.0,36.0,47.33,42.67458333333334,0.0,2.17,0.4191666666666666,0.0,21.0,12.110708333333331,0.0,5.56,0.5675,0.0,19.67,14.247458333333332,0.0,3.77,0.7020416666666666
standing_dataset14.csv,0,119750,59875.0,36.25,45.75,43.18752083333334,0.0,2.83,0.2712708333333333,0.0,22.75,12.728104166666666,0.0,3.74,0.6427083333333333,2.0,24.0,18.2014375,0.0,3.83,0.6454583333333335
standing_dataset15.csv,0,119750,59875.0,36.0,47.33,44.44118749999999,0.0,4.5,0.3466041666666666,3.0,21.0,13.356270833333332,0.0,5.54,0.6455833333333333,1.0,21.0,12.611541666666666,0.0,5.91,1.1550833333333337
standing_dataset4.csv,0,119750,59875.0,30.0,46.67,42.648520833333336,0.0,2.95,0.4028333333333334,3.0,21.25,18.12929166666667,0.0,7.5,0.4679791666666666,1.0,20.75,12.060416666666669,0.0,4.64,0.9173541666666668
standing_dataset5.csv,0,119750,59875.0,36.0,47.5,43.720020833333336,0.0,1.92,0.3667083333333333,6.67,21.0,17.010270833333333,0.0,6.02,0.5443333333333332,1.0,20.25,13.198270833333334,0.0,6.18,1.0396875
standing_dataset6.csv,0,119750,59875.0,34.5,47.75,44.47114583333334,0.0,2.18,0.2904791666666667,5.0,21.33,17.948541666666664,0.0,5.54,0.5662499999999999,1.0,19.67,13.210083333333332,0.0,4.32,0.927375
standing_dataset7.csv,0,119750,59875.0,35.5,48.0,46.2249375,0.0,4.5,0.3123541666666666,0.0,21.0,15.0316875,0.0,5.12,0.5984999999999999,2.5,21.0,13.394020833333332,0.0,6.0,0.8825833333333333
standing_dataset8.csv,0,119750,59875.0,29.75,48.0,46.93220833333333,0.0,4.6,0.4296666666666667,6.5,21.0,16.847854166666664,0.0,6.52,0.5354375,2.67,21.25,13.281875,0.0,6.58,0.991125
standing_dataset9.csv,0,119750,59875.0,36.33,47.67,45.399625,0.0,1.66,0.4601458333333332,1.5,21.25,17.671395833333335,0.0,4.11,0.4413124999999999,1.0,19.75,12.428541666666668,0.0,4.5,0.7951041666666666
walking_dataset10.csv,0,119750,59875.0,21.5,51.25,34.25352083333334,0.0,13.55,4.457895833333334,6.5,24.0,15.246291666666668,0.0,9.5,3.2791458333333328,7.0,24.25,15.716083333333332,0.0,8.32,3.5007500000000005
walking_dataset11.csv,0,119750,59875.0,19.5,45.33,33.586875,0.0,14.67,4.5765625,7.33,23.25,15.317854166666669,0.0,9.0,3.2272291666666666,6.33,25.0,15.892145833333334,0.0,8.32,3.259729166666667
walking_dataset12.csv,0,119750,59875.0,19.75,45.5,34.32275,0.0,13.47,4.456333333333333,6.25,22.25,15.209770833333334,0.0,9.0,3.277229166666667,6.25,23.25,15.550458333333331,0.0,9.67,3.4325625000000004
walking_dataset13.csv,0,119750,59875.0,19.5,46.0,34.54622916666666,0.0,12.47,4.371958333333334,7.0,22.67,15.185729166666668,0.0,8.34,3.0286875,7.0,22.75,15.759541666666667,0.0,10.0,3.338125
walking_dataset14.csv,0,119750,59875.0,23.5,46.25,34.87322916666667,0.0,14.82,4.380583333333334,6.67,24.25,15.4711875,0.0,9.9,3.2056875,5.5,23.5,15.873895833333334,0.0,9.51,3.4246458333333334
walking_dataset15.csv,0,119750,59875.0,19.25,44.0,34.4731875,0.0,13.86,4.3593125,6.0,22.75,15.424708333333337,0.0,9.1,3.1882708333333336,4.67,23.25,15.704166666666667,0.43,9.0,3.3404583333333333
walking_dataset4.csv,0,119750,59875.0,18.0,46.0,35.193333333333335,0.0,16.2,4.321020833333334,5.67,24.5,15.462229166666669,0.0,8.76,3.0728541666666667,6.25,23.5,16.101208333333332,0.0,8.5,3.2419583333333333
walking_dataset5.csv,0,119750,59875.0,20.75,46.25,34.763333333333335,0.0,12.68,4.223791666666667,5.0,23.75,15.239020833333337,0.0,9.2,3.2070625,6.0,25.5,16.2995625,0.0,9.39,3.2882708333333333
walking_dataset6.csv,0,119750,59875.0,21.5,51.0,34.9358125,0.0,12.21,4.11575,6.5,23.33,15.524520833333334,0.0,9.09,3.0927916666666664,6.33,25.0,15.997229166666669,0.0,10.21,3.280020833333333
walking_dataset7.csv,0,119750,59875.0,18.33,47.67,34.33304166666667,0.0,12.48,4.396958333333333,7.67,23.33,15.562895833333334,0.0,9.01,3.1983125,6.67,24.0,15.8644375,0.0,8.01,3.2615833333333333
walking_dataset8.csv,0,119750,59875.0,18.33,45.75,34.599875000000004,0.0,15.37,4.398833333333333,5.5,24.0,15.173666666666666,0.0,9.18,3.1455,6.5,23.25,16.0555625,0.0,8.86,3.2895416666666666
walking_dataset9.csv,0,119750,59875.0,15.5,43.67,34.225875,0.0,17.24,4.3545,7.67,23.0,15.606479166666668,0.0,9.2,3.365375,5.75,24.0,16.148000000000003,0.0,9.42,3.479541666666667
