instance,# Columns: time_min,# Columns: time_max,# Columns: time_mean,# Columns: time_median,# Columns: time_std,# Columns: time_q1,# Columns: time_q3,avg_rss12_min,avg_rss12_max,avg_rss12_mean,avg_rss12_median,avg_rss12_std,avg_rss12_q1,avg_rss12_q3,var_rss12_min,var_rss12_max,var_rss12_mean,var_rss12_median,var_rss12_std,var_rss12_q1,var_rss12_q3,avg_rss13_min,avg_rss13_max,avg_rss13_mean,avg_rss13_median,avg_rss13_std,avg_rss13_q1,avg_rss13_q3,var_rss13_min,var_rss13_max,var_rss13_mean,var_rss13_median,var_rss13_std,var_rss13_q1,var_rss13_q3,avg_rss23_min,avg_rss23_max,avg_rss23_mean,avg_rss23_median,avg_rss23_std,avg_rss23_q1,avg_rss23_q3,var_rss23_min,var_rss23_max,var_rss23_mean,var_rss23_median,var_rss23_std,var_rss23_q1,var_rss23_q3
cycling_dataset11.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,27.0,44.33,36.541666666666664,36.0,4.018922431286609,33.25,39.8125,0.0,10.43,2.847958333333333,2.45,1.8923969398096614,1.3,4.15,6.0,27.67,16.1560625,16.0,3.439020184452396,14.0,18.05,0.0,9.63,3.055458333333333,2.87,1.7423892956370137,1.7975,4.03,7.67,24.5,17.062625,16.75,3.0881407924963127,15.0,19.5,0.0,9.18,3.2254583333333335,2.87,1.7697578353421826,1.885,4.262499999999999
cycling_dataset12.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,18.5,44.25,35.75235416666666,36.0,4.614801691849544,33.0,39.33,0.0,12.6,3.3281041666666673,2.83,2.140576071562381,1.775,4.33,5.0,27.0,16.055020833333334,16.0,3.4461458305126986,13.73,18.33,0.0,9.46,2.8711249999999997,2.6500000000000004,1.7048196400848994,1.5,3.7800000000000002,4.0,24.33,16.00127083333333,16.25,3.120056649555187,14.0,18.0625,0.0,9.39,3.069666666666667,2.77,1.748325621096779,1.7975,4.06
cycling_dataset13.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,19.0,43.75,35.87987499999999,36.0,4.614877591298847,33.0,39.5,0.0,11.2,3.4143125,2.92,2.2379554553884025,1.6549999999999998,4.845000000000001,7.67,26.5,16.690375,17.0,3.0093633741269152,14.75,18.69,0.0,8.87,3.1283541666666665,2.87,1.7794697902547743,1.7225,4.3225,0.0,26.5,17.0783125,17.0,3.537634624016105,14.75,19.69,0.0,8.5,3.0930208333333336,2.9299999999999997,1.626034098325704,1.89,4.06
cycling_dataset14.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,23.33,43.5,36.244083333333336,36.75,3.822015775208542,33.457499999999996,39.25,0.0,9.71,2.7360208333333333,2.17,2.092001618548048,1.22,3.74,7.0,28.5,18.43570833333333,18.33,4.021628986615336,15.67,21.0,0.0,9.78,3.129791666666667,2.895,1.8104992905086974,1.775,4.24,7.67,27.0,18.497145833333335,18.5,3.6177017208018154,15.75,21.0,0.0,11.15,3.5305000000000004,3.11,1.9636853852579268,2.17,4.6175
cycling_dataset15.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,24.25,45.0,37.17704166666667,36.25,3.5813010660968514,34.5,40.25,0.0,8.58,2.3742083333333337,1.92,1.6017992878617135,1.3,3.13,5.5,26.75,16.531083333333335,16.67,3.430906450846584,14.25,19.0,0.0,8.05,2.9106041666666664,2.62,1.6001370797174124,1.64,3.9175,7.0,25.5,19.60725,20.0,2.890347253230807,17.95,21.75,0.0,9.34,2.9217291666666667,2.5,1.852599969997402,1.5,3.9
cycling_dataset4.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,19.0,44.0,36.22839583333333,36.0,3.5286168802021756,34.0,39.0,0.0,12.28,2.8316874999999997,2.285,1.8866893014203339,1.5,3.8449999999999998,5.5,25.25,15.4245,15.25,3.2498343237039022,13.33,17.5,0.0,9.5,3.119125,2.94,1.6835132221966842,1.79,4.2175,2.5,24.5,15.872375000000002,16.0,3.1666545153229846,14.0,18.0625,0.0,9.98,3.4806875,3.34,1.827769025304975,2.1025,4.55
cycling_dataset5.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,26.5,44.33,36.68729166666667,36.0,3.5294041555847047,34.25,39.3725,0.0,12.89,2.9730416666666666,2.36,2.0739025365327275,1.41,4.262499999999999,8.33,28.25,18.396791666666665,18.0,3.771097883467691,15.67,20.75,0.0,9.63,2.9766041666666667,2.685,1.861730156314391,1.48,4.09,3.0,24.67,16.48,16.75,2.9782376989138597,14.67,18.5,0.0,8.19,3.0733125,2.69,1.6296748610265177,1.9124999999999999,4.0875
cycling_dataset6.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,25.33,45.0,37.114312500000004,36.25,3.71038461818647,34.5,40.25,0.0,10.84,2.73,2.24,1.9243659042946304,1.3,3.7175000000000002,3.0,27.25,16.66391666666667,16.67,3.612220685553591,14.25,18.8125,0.0,10.57,3.138541666666667,2.87,1.8476803598695677,1.79,4.11,6.75,23.33,16.48754166666667,16.67,2.8478760716270393,14.75,18.5,0.0,9.5,3.076354166666667,2.77,1.8245342127542556,1.7,4.0375
cycling_dataset7.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,26.75,44.75,36.863375,36.33,3.555786994948472,34.5,39.75,0.0,11.68,2.7573125,2.23,2.115957678186599,1.22,4.0225,7.0,27.0,16.49475,16.0,3.588182520383051,14.0,19.0,0.0,9.01,3.0136041666666666,2.86,1.7745307032238307,1.56,4.0675,8.0,23.0,16.581145833333334,16.75,2.6559055675416396,15.0,18.67,0.0,8.81,2.7733125000000003,2.59,1.5699188396538877,1.64,3.6325
cycling_dataset8.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,26.25,44.25,36.957458333333335,36.29,3.4348626794462622,34.5,40.25,0.0,8.64,2.420083333333333,2.05,1.724901374849458,1.25,3.35,7.0,26.5,15.313416666666667,15.25,3.034030094638235,13.25,17.33,0.0,8.06,2.784145833333333,2.565,1.542971572340688,1.58,3.77,2.0,22.25,15.98916666666667,16.33,2.8516731588927975,14.0,18.25,0.0,8.34,2.9346249999999996,2.525,1.6313801248302064,1.66,4.03
cycling_dataset9.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,27.75,44.67,37.14483333333333,36.33,3.7589039141812752,34.0,40.5,0.0,10.76,2.4190625,1.88,1.6431745829561357,1.25,3.3675,0.0,24.75,14.998479166666668,15.0,3.2895371522410652,13.0,17.25,0.0,9.0,2.849625,2.5,1.7151848732044337,1.58,3.9,0.0,23.0,16.773520833333333,17.0,2.6892905793209434,15.0,18.75,0.0,8.75,2.8224375,2.59,1.6371826761493382,1.58,3.74
lying_dataset10.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,23.5,30.0,27.716375000000003,27.5,1.4422534360867243,27.0,29.0,0.0,1.79,0.3636875,0.43,0.3948170822604771,0.0,0.5,0.0,13.25,6.078104166666666,6.25,3.4686550415196753,3.5,8.33,0.0,5.02,0.8700416666666667,0.82,0.7774195836973832,0.43,1.2625,0.0,21.0,8.337020833333332,8.75,4.074453545027606,5.5,10.75,0.0,4.5,0.7353958333333334,0.71,0.6128337355731223,0.43,1.0
lying_dataset11.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,48.0,48.25,48.00416666666667,48.0,0.03203816443735438,48.0,48.0,0.0,0.43,0.007166666666666667,0.0,0.055105642832249564,0.0,0.0,0.0,13.0,4.9005625,5.5,2.566428982167924,3.0,6.25,0.0,2.86,0.39731249999999996,0.43,0.4471268358744318,0.0,0.5,0.0,12.0,7.6248958333333325,9.0,3.268502301669072,4.67,10.0,0.0,2.5,0.6412291666666666,0.5,0.38837215754894294,0.45999999999999996,0.83
lying_dataset12.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.0,41.0,39.66783333333333,39.5,0.28015782409603934,39.5,39.75,0.0,1.0,0.5836041666666667,0.5,0.19458464297354228,0.5,0.71,0.0,15.0,10.834208333333333,12.0,2.4695076124497195,10.25,12.0,0.0,2.49,0.34743749999999995,0.43,0.40914480830743444,0.0,0.5,0.0,14.5,5.779479166666666,5.75,4.097351446021736,1.6275,9.33,0.0,3.49,0.6359375,0.5,0.608399416459128,0.0,0.83
lying_dataset13.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.0,40.0,39.43379166666667,39.5,0.20855752307566022,39.33,39.5,0.0,1.0,0.4221041666666666,0.47,0.16037908375010534,0.43,0.5,0.0,12.2,5.841145833333333,6.0,3.4978582978443953,3.0,8.75,0.0,3.27,0.39902083333333327,0.43,0.4386667021289795,0.0,0.5,0.0,18.0,10.897458333333335,11.5,3.3216216765210613,9.0,12.33,0.0,4.06,0.5827083333333333,0.5,0.43844163006998704,0.43,0.83
lying_dataset14.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.0,56.25,47.32512499999999,42.67,5.961280283196093,42.0,54.0,0.0,8.49,0.2743125,0.0,0.5627289107405945,0.0,0.47,0.0,18.25,9.5319375,10.75,3.987097588185423,6.0,12.75,0.0,5.72,0.7857291666666667,0.5,0.8116360764841972,0.43,1.0,0.0,21.0,14.299125,14.0,4.142132425235064,11.75,18.0,0.0,5.72,0.7661666666666667,0.5,0.7239530582982194,0.43,1.0
lying_dataset15.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,23.5,30.0,27.716375000000003,27.5,1.4422534360867243,27.0,29.0,0.0,1.79,0.3636875,0.43,0.3948170822604771,0.0,0.5,0.0,13.25,6.0785625,6.25,3.4689942193363685,3.5,8.33,0.0,5.02,0.8710208333333334,0.82,0.7773999808682783,0.43,1.2625,0.0,21.0,8.337437499999998,8.75,4.07451121551468,5.5,10.75,0.0,4.5,0.7342708333333333,0.71,0.6136882318503594,0.43,1.0
lying_dataset4.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,34.0,51.0,42.7060625,40.5,3.5374762060546647,40.25,48.0,0.0,4.85,0.5198125,0.5,0.48408595642157676,0.0,0.83,0.0,23.0,10.909958333333332,12.0,3.2084105935622538,9.0,12.0,0.0,5.72,0.3320625,0.0,0.5996948739199327,0.0,0.47,0.0,22.25,4.303979166666666,2.25,4.253807455695276,1.0,8.0,0.0,4.97,0.5493125,0.47,0.6484026834667878,0.0,0.83
lying_dataset5.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.0,41.0,39.66783333333333,39.5,0.28015782409603934,39.5,39.75,0.0,1.0,0.5836041666666667,0.5,0.19458464297354228,0.5,0.71,0.0,15.0,10.834208333333333,12.0,2.4695076124497195,10.25,12.0,0.0,2.49,0.34743749999999995,0.43,0.40914480830743444,0.0,0.5,0.0,14.5,5.779479166666666,5.75,4.097351446021736,1.6275,9.33,0.0,3.49,0.6359375,0.5,0.608399416459128,0.0,0.83
lying_dataset6.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,0.0,40.67,39.5061875,39.5,1.81749840875149,39.5,39.67,0.0,1.0,0.4964791666666667,0.5,0.1455459077270438,0.47,0.5,0.0,13.25,6.550083333333333,7.0,2.6070814102116424,4.5,8.75,0.0,4.03,0.8238541666666666,0.5,0.7601938685150689,0.43,1.12,0.0,16.25,11.765625,12.0,2.336680287316966,11.33,13.0,0.0,3.19,0.6229166666666667,0.5,0.4988887791060089,0.43,0.87
lying_dataset7.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.0,40.0,39.43379166666667,39.5,0.20855752307566022,39.33,39.5,0.0,1.0,0.4221041666666666,0.47,0.16037908375010534,0.43,0.5,0.0,12.2,5.841145833333333,6.0,3.4978582978443953,3.0,8.75,0.0,3.27,0.39902083333333327,0.43,0.4386667021289795,0.0,0.5,0.0,18.0,10.897458333333335,11.5,3.3216216765210613,9.0,12.33,0.0,4.06,0.5827083333333333,0.5,0.43844163006998704,0.43,0.83
lying_dataset8.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.0,40.0,39.34710416666667,39.33,0.23140523246243888,39.25,39.5,0.0,0.5,0.36639583333333337,0.47,0.19581458141761338,0.43,0.5,0.0,11.33,4.382208333333334,4.5,2.456798950637854,2.5,6.0,0.0,3.54,0.5029166666666666,0.47,0.5046723583506716,0.0,0.71,7.0,18.67,16.212312500000003,16.75,2.223355216758035,15.75,17.67,0.0,3.5,0.5884583333333334,0.5,0.4234347553014702,0.43,0.83
lying_dataset9.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.0,56.25,47.32512499999999,42.67,5.961280283196093,42.0,54.0,0.0,8.49,0.2743125,0.0,0.5627289107405945,0.0,0.47,0.0,18.25,9.5319375,10.75,3.987097588185423,6.0,12.75,0.0,5.72,0.7857291666666667,0.5,0.8116360764841972,0.43,1.0,0.0,21.0,14.299125,14.0,4.142132425235064,11.75,18.0,0.0,5.72,0.7661666666666667,0.5,0.7239530582982194,0.43,1.0
sitting_dataset10.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,35.25,48.5,40.21927083333333,39.25,2.741217231412845,37.75,42.5,0.0,3.28,0.6174791666666667,0.5,0.48541665763198905,0.43,1.0,0.0,23.5,14.851229166666666,16.0,4.929223743295169,11.9375,18.25,0.0,5.12,0.8722291666666667,0.495,0.9888646352198296,0.0,1.22,0.0,27.33,15.167270833333333,15.25,5.31375265468192,11.67,19.75,0.0,6.36,1.0577291666666668,0.83,1.025925342068449,0.47,1.3
sitting_dataset11.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,28.5,48.25,43.88483333333333,45.25,3.1988938545741465,42.0,46.5,0.0,3.28,0.5173541666666667,0.5,0.3940643626405087,0.43,0.71,0.0,24.25,14.997375,15.0,5.621780728978862,11.1875,18.75,0.0,6.98,1.0476875,0.82,1.0970281863275329,0.43,1.48,1.5,25.0,14.920541666666669,15.875,5.258598497803336,10.5,19.25,0.0,7.0,1.3549166666666665,1.09,1.150883110739724,0.5,1.7
sitting_dataset12.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.5,45.0,42.11158333333333,42.0,1.1222446161275543,41.5,42.0,0.0,1.09,0.3419375,0.47,0.2958046883031582,0.0,0.5,0.0,21.8,11.442250000000001,12.0,4.5396651697963515,9.0,14.75,0.0,7.31,0.8893958333333334,0.5,1.0721678474442569,0.43,0.955,1.0,23.0,12.973916666666666,13.29,4.847545283427295,9.0,17.25,0.0,6.36,0.9611666666666667,0.82,0.8827844856791934,0.47,1.22
sitting_dataset13.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,39.67,44.75,42.282666666666664,41.5,1.3561489029244784,41.5,44.33,0.0,1.0,0.4983541666666666,0.5,0.14798436829700853,0.47,0.5,0.0,22.75,9.469541666666666,10.0,5.313779640636361,5.0,14.0,0.0,5.68,0.8996458333333333,0.82,0.8361940817552831,0.43,1.25,0.0,23.25,12.5371875,12.0,6.0397968801176845,8.5,18.25,0.0,7.85,0.869,0.82,0.7942125207925874,0.47,1.0
sitting_dataset14.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,40.0,44.67,42.3601875,42.0,1.0173715397767942,41.5,43.25,0.0,1.0,0.4825,0.5,0.24638852832336394,0.43,0.5,2.0,23.5,12.884541666666667,12.75,4.01288386951872,11.4575,15.0,0.0,5.93,0.6200625,0.47,0.7479470833617813,0.0,0.83,2.5,26.67,15.2604375,13.25,6.46678554283702,9.75,22.0,0.0,4.64,0.7198125,0.5,0.6085464442351377,0.43,0.83
sitting_dataset15.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,29.25,46.0,42.728854166666665,43.25,2.046361744138614,41.33,44.5,0.0,4.72,0.5553333333333332,0.5,0.3825438058523024,0.47,0.5,0.0,24.0,15.823645833333334,16.5,4.879742951534587,12.4575,20.0,0.0,6.12,0.7582708333333333,0.47,0.9077148632976645,0.0,1.0,2.0,24.0,16.4089375,17.67,4.293969300678219,13.73,19.0,0.0,5.1,0.8920833333333335,0.71,0.8511749421741147,0.43,1.22
sitting_dataset4.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,42.5,46.0,44.75395833333334,45.0,0.5203088033753298,44.75,45.0,0.0,1.12,0.15391666666666665,0.0,0.2588154994772511,0.0,0.43,3.67,27.25,18.57960416666667,19.25,4.128090143816291,17.0,21.0,0.0,5.17,0.6253124999999999,0.47,0.6756578069387218,0.43,0.83,4.33,30.75,19.265083333333337,19.0,4.127514529769534,17.5,21.69,0.0,4.3,0.7640833333333333,0.7,0.6520908985823358,0.43,1.0
sitting_dataset5.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,25.5,45.75,36.5600625,36.5,5.915081410791782,30.0,42.5,0.0,12.19,0.4221666666666667,0.0,0.7729921079070423,0.0,0.82,1.0,24.0,14.894833333333334,15.33,5.459764803079049,11.0,20.27,0.0,5.12,0.7405208333333334,0.495,0.8328558030710442,0.0,0.94,5.5,27.0,17.149729166666667,18.0,2.8635995949999087,15.5,19.0,0.0,6.26,0.8548333333333334,0.83,0.7176026934236693,0.43,1.145
sitting_dataset6.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,27.0,38.67,32.90597916666666,30.25,3.5057757115733073,30.0,37.0,0.0,2.49,0.45675000000000004,0.0,0.5387833855404663,0.0,1.0,2.5,23.75,16.30591666666667,18.5,5.164882745207937,12.0,21.0,0.0,5.12,0.6647916666666667,0.47,0.7681137310952126,0.0,0.87,2.0,23.5,18.087229166666663,19.25,3.736306722195168,16.5,20.75,0.0,5.12,0.7913541666666667,0.71,0.7557388230515628,0.43,1.0
sitting_dataset7.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,27.5,50.75,38.888374999999996,36.75,3.6429012195511334,36.25,42.0,0.0,6.06,0.38343750000000004,0.43,0.48893738498963224,0.0,0.5,1.5,23.25,14.854166666666666,15.0,3.926922296093297,12.0,18.0,0.0,6.02,0.6542708333333334,0.47,0.7082970031413471,0.0,0.87,0.0,23.75,16.522020833333332,17.75,4.97853000828622,14.0,20.75,0.0,5.17,0.8402083333333333,0.82,0.7506361660569144,0.43,1.09
sitting_dataset8.csv,0,119750,59971.81628392484,60000.0,34648.3340033063,30125.0,89875.0,42.0,45.0,42.82198329853862,42.5,0.8918180104355456,42.0,43.5,0.0,1.12,0.33567849686847606,0.43,0.26035682984371905,0.0,0.5,0.0,23.0,17.19970772442589,18.0,3.898005862641981,16.0,20.0,0.0,5.45,0.5311899791231732,0.43,0.7639262457991036,0.0,0.71,1.0,23.0,16.025657620041752,17.0,4.112285493852429,13.25,19.0,0.0,6.36,0.8560125260960334,0.82,0.7648005235660815,0.43,1.09
sitting_dataset9.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,41.75,46.5,43.19085416666667,42.5,1.2303450555530067,42.0,44.5,0.0,1.5,0.26627083333333335,0.43,0.2715878646954358,0.0,0.5,0.0,21.67,14.8583125,15.0,4.727836222945086,12.25,18.424999999999997,0.0,4.64,0.5102083333333333,0.47,0.5426971595913612,0.0,0.72,5.67,22.0,16.043166666666668,16.0,3.027168967114781,14.0,18.33,0.0,5.45,0.8062291666666667,0.82,0.6454761068974632,0.43,1.09
standing_dataset10.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,36.0,45.8,42.41991666666666,42.67,2.5201292328042997,41.33,44.6175,0.0,2.12,0.4605625,0.47,0.3874049095394651,0.0,0.505,6.33,24.0,16.320541666666667,16.75,2.4667567049197476,15.0,18.0,0.0,5.59,0.7498958333333332,0.5,0.6676314266893602,0.43,1.0375,2.0,22.0,10.067749999999998,9.75,3.722074076099902,7.6274999999999995,12.0,0.0,6.65,1.2262708333333332,1.09,0.8919877930482647,0.5,1.585
standing_dataset11.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,37.0,48.25,42.51695833333334,42.5,2.1957505739066567,41.0,44.5,0.0,2.12,0.44068749999999995,0.47,0.34943041373021005,0.0,0.5,1.0,21.75,13.218729166666666,13.5,4.73534877561357,9.73,17.5,0.0,5.61,0.7999375000000001,0.5,0.8677683543167792,0.43,1.02,1.0,21.0,14.63975,15.0,3.623556589744585,12.6275,17.5,0.0,6.85,0.9774166666666667,0.83,0.8532795588593195,0.47,1.22
standing_dataset12.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,36.25,45.5,42.959354166666664,42.67,1.500878170073181,42.0,44.33,0.0,2.6,0.352875,0.47,0.31358534280699785,0.0,0.5,0.0,22.0,11.780437500000001,12.0,3.0217463767146127,11.0,13.33,0.0,4.72,0.5641874999999998,0.47,0.638179304659447,0.0,0.83,0.0,20.25,14.946020833333334,15.25,2.702604674127767,14.0,16.69,0.0,4.0,0.7484791666666666,0.82,0.4611517527043232,0.43,0.95
standing_dataset13.csv,0,119750,59875.0,59875.0,34677.081768799406,29937.5,89812.5,36.0,47.33,42.67458333333334,43.67,2.384169571190206,40.0,44.75,0.0,2.17,0.41916666666666663,0.47,0.3683832154952147,0.0,0.5,0.0,21.0,12.110708333333331,12.67,3.556719876822628,11.6275,14.33,0.0,5.56,0.5675,0.43,0.7183642402210667,0.0,0.82,0.0,19.67,14.247458333333332,14.5,3.261616944432007,12.75,16.5,0.0,3.77,0.7020416666666666,0.5,0.5674508047371138,0.43,0.94
